Objetivo PND,Meta ODS,Vinculación,PND_subgrupo,ODS_subgrupo,ODS_grupo,PND_grupo
2.2.5 Mantener baja tasa de inflación y con reducida volatilidad.,"17.13 Aumentar la estabilidad macroeconómica mundial, incluso mediante la coordinación y coherencia de las políticas",Parcial,PND_2_2_5,ODS_17_13,ODS_17,PND_2_2
2.2.6 Disminuir y mantener el desempleo a niveles de pleno empleo fomentando el trabajo decente y de calidad,"8.5 De aquí a 2030, lograr el empleo pleno y productivo y el trabajo decente para todas las mujeres  y los hombres, incluidos los jóvenes y las personas con discapacidad, así como la igualdad de remuneración por trabajo de igual valor",Total,PND_2_2_6,ODS_8_5,ODS_08,PND_2_2
2.2.6 Disminuir y mantener el desempleo a niveles de pleno empleo fomentando el trabajo decente y de calidad,"8.6 De aquí a 2020, reducir considerablemente la proporción de jóvenes que no están empleados y no cursan estudios ni reciben capacitación",Parcial,PND_2_2_6,ODS_8_6,ODS_08,PND_2_2
2.2.6 Disminuir y mantener el desempleo a niveles de pleno empleo fomentando el trabajo decente y de calidad,"8.b  De aquí a 2020, desarrollar y poner en marcha una estrategia mundial para el empleo de los jóvenes y aplicar el Pacto Mundial para el Empleo de la Organización  Internacional del Trabajo",Parcial,PND_2_2_6,ODS_8_b,ODS_08,PND_2_2
2.2.7 Formalizar las actividades económicas de los diferentes sectores para disminuir la evasión impositiva.,"17.1 Fortalecer la movilización de recursos internos, incluso mediante la prestación de apoyo internacional a los países en desarrollo, con el fin de mejorar la capacidad nacional para recaudar ingresos fiscales y de otra índole",Total,PND_2_2_7,ODS_17_1,ODS_17,PND_2_2
2.2.7 Formalizar las actividades económicas de los diferentes sectores para disminuir la evasión impositiva.,"8.3 Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de puestos de trabajo decentes, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, incluso mediante el acceso a servicios financieros",Parcial,PND_2_2_7,ODS_8_3,ODS_08,PND_2_2
2.2.8 Mejorar la eficiencia del gasto público.,16.6 Crear a todos los niveles instituciones eficaces y transparentes que rindan cuentas,Parcial,PND_2_2_8,ODS_16_6,ODS_16,PND_2_2
2.2.8 Mejorar la eficiencia del gasto público.,"17.1 Fortalecer la movilización de recursos internos, incluso mediante la prestación de apoyo internacional a los países en desarrollo, con el fin de mejorar la capacidad nacional para recaudar ingresos fiscales y de otra índole",Parcial,PND_2_2_8,ODS_17_1,ODS_17,PND_2_2
2.2.9 Consolidar una red de transporte multimodal para una logística eficiente.,"11.2 De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",Total,PND_2_2_9,ODS_11_2,ODS_11,PND_2_2
2.3.1. Reducir la brecha de ingresos promedio de los departamentos más pobres del país con respecto a los departamentos con mayores niveles de ingreso.,"10.1 De aquí a 2030, lograr progresivamente y mantener el crecimiento de los ingresos del 40% más pobre de la población a una tasa superior a la media nacional",Parcial,PND_2_3_1,ODS_10_1,ODS_10,PND_2_3
2.3.1. Reducir la brecha de ingresos promedio de los departamentos más pobres del país con respecto a los departamentos con mayores niveles de ingreso.,"10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_2_3_1,ODS_10_2,ODS_10,PND_2_3
2.3.2 Fortalecer a las MiPymes en la producción de Bienes y Servicios.,"8.3 Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de puestos de trabajo decentes, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, incluso mediante el acceso a servicios financieros",Parcial,PND_2_3_2,ODS_8_3,ODS_08,PND_2_3
2.3.2 Fortalecer a las MiPymes en la producción de Bienes y Servicios.,"9.3 Aumentar el acceso de las pequeñas industrias y otras empresas, particularmente en los países en desarrollo, a los servicios financieros, incluidos créditos asequibles, y su integración en las cadenas de valor y los mercados",Parcial,PND_2_3_2,ODS_9_3,ODS_09,PND_2_3
2.3.3 Incrementar la participación del consumo de electricidad para uso industrial.,"8.4 Mejorar progresivamente, de aquí a 2030, la producción y el consumo eficientes de los recursos mundiales y procurar desvincular el crecimiento económico de la degradación del medio ambiente, conforme al Marco Decenal de Programas sobre modalidades de Consumo y Producción Sostenibles, empezando por los países desarrollados",Parcial,PND_2_3_3,ODS_8_4,ODS_08,PND_2_3
2.3.3 Incrementar la participación del consumo de electricidad para uso industrial.,"9.4 De aquí a 2030, modernizar la infraestructura y reconvertir las industrias para que sean sostenibles, utilizando los recursos con mayor eficacia y promoviendo la adopción de tecnologías y procesos industriales limpios y ambientalmente racionales, y logrando que todos los países tomen medidas de acuerdo con sus capacidades respectivas",Parcial,PND_2_3_3,ODS_9_4,ODS_09,PND_2_3
2.3.3. Incrementar la participación del consumo de electricidad para uso industrial.,"7.3 De aquí a 2030, duplicar la tasa mundial de mejora de la eficiencia energética",Parcial,PND_2_3_3,ODS_7_3,ODS_07,PND_2_3
2.3.3. Incrementar la participación del consumo de electricidad para uso industrial.,"9.2 Promover una industrialización inclusiva y sostenible y, de aquí a 2030, aumentar significativamente la contribución de la industria al empleo y al producto interno bruto, de acuerdo con las circunstancias nacionales, y duplicar esa contribución en los países  menos adelantados",Parcial,PND_2_3_3,ODS_9_2,ODS_09,PND_2_3
2.3.4 Aumentar la contribución de la Minería al Producto Interno Bruto.,"8.2 Lograr niveles más elevados de productividad económica mediante la diversificación, la modernización tecnológica y la innovación, entre otras cosas centrándose en los sectores con gran valor añadido y un uso intensivo de la mano de obra",Parcial,PND_2_3_4,ODS_8_2,ODS_08,PND_2_3
2.4.1 Aumentar la cobertura de bosques asegurando la conservación y restauración de los mismos ,"15.1 Para 2020, velar por la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y los servicios que proporcionan, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales",Parcial,PND_2_4_1,ODS_15_1,ODS_15,PND_2_4
2.4.1 Aumentar la cobertura de bosques asegurando la conservación y restauración de los mismos ,"15.2 Para 2020, promover la gestión sostenible de todos los tipos de bosques, poner fin a la deforestación, recuperar los bosques degradados e incrementar la forestación y la reforestación a nivel mundial",Total,PND_2_4_1,ODS_15_2,ODS_15,PND_2_4
2.4.1 Aumentar la cobertura de bosques asegurando la conservación y restauración de los mismos ,"15.5 Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales, detener la pérdida de la diversidad biológica y, para 2020, proteger las especies amenazadas y evitar su extinción",Parcial,PND_2_4_1,ODS_15_5,ODS_15,PND_2_4
2.4.1 Aumentar la cobertura de bosques asegurando la conservación y restauración de los mismos ,"6.6 De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",Parcial,PND_2_4_1,ODS_6_6,ODS_06,PND_2_4
2.4.2. Dinamizar el mercado de certificados de servicios ambientales.,"12.2 De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales",Parcial,PND_2_4_2,ODS_12_2,ODS_12,PND_2_4
"2.4.3. Desarrollar y diversificar, hacia una matriz energética sostenible","7.2 De aquí a 2030, aumentar considerablemente la proporción de energía renovable en el conjunto de fuentes energéticas",Total,PND_2_4_3,ODS_7_2,ODS_07,PND_2_4
"2.4.3. Desarrollar y diversificar, hacia una matriz energética sostenible","7.b De aquí a 2030, ampliar la infraestructura y mejorar la tecnología para prestar servicios energéticos modernos y sostenibles para todos en los países en desarrollo, en particular los países menos adelantados, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus respectivos programas de apoyo",Parcial,PND_2_4_3,ODS_7_b,ODS_07,PND_2_4
"2.4.4 Aumentar la generación de energías renovables alternativas (solar, eólica y biogás, pequeñas centrales hidroeléctricas)","12.2 De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales",Parcial,PND_2_4_4,ODS_12_2,ODS_12,PND_2_4
"2.4.4 Aumentar la generación de energías renovables alternativas (solar, eólica y biogás, pequeñas centrales hidroeléctricas)","7.2 De aquí a 2030, aumentar considerablemente la proporción de energía renovable en el conjunto de fuentes energéticas",Total,PND_2_4_4,ODS_7_2,ODS_07,PND_2_4
"2.4.4 Aumentar la generación de energías renovables alternativas (solar, eólica y biogás, pequeñas centrales hidroeléctricas)","7.b De aquí a 2030, ampliar la infraestructura y mejorar la tecnología para prestar servicios energéticos modernos y sostenibles para todos en los países en desarrollo, en particular los países menos adelantados, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus respectivos programas de apoyo",Parcial,PND_2_4_4,ODS_7_b,ODS_07,PND_2_4
3.1.1 Impulsar una gestión diplomática y consular eficiente y transparente para el desarrollo sostenible y en defensa de los intereses nacionales ,"10.7 Facilitar la migración y la movilidad ordenadas, seguras, regulares y responsables de las personas, incluso mediante la aplicación de políticas migratorias planificadas y bien gestionadas",Parcial,PND_3_1_1,ODS_10_7,ODS_10,PND_3_1
3.1.2 Aumentar la eficiencia y el impacto de la Cooperación para el Desarrollo.,"10.b  Fomentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en particular los países menos adelantados, los países africanos, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus planes y programas nacionales",Total,PND_3_1_2,ODS_10_b,ODS_10,PND_3_1
3.1.2 Aumentar la eficiencia y el impacto de la Cooperación para el Desarrollo.,17.3 Movilizar recursos financieros adicionales de múltiples fuentes para los países en desarrollo,Parcial,PND_3_1_2,ODS_17_3,ODS_17,PND_3_1
3.1.2 Aumentar la eficiencia y el impacto de la Cooperación para el Desarrollo.,"17.6 Mejorar la cooperación regional e internacional Norte-Sur, Sur-Sur y triangular en materia de ciencia, tecnología e innovación y el acceso a estas, y aumentar el intercambio de conocimientos en condiciones mutuamente convenidas, incluso mejorando la coordinación entre los mecanismos existentes, en particular a nivel de las Naciones Unidas, y mediante un mecanismo mundial de facilitación de la tecnología",Total,PND_3_1_2,ODS_17_6,ODS_17,PND_3_1
3.1.2 Aumentar la eficiencia y el impacto de la Cooperación para el Desarrollo.,"17.9 Aumentar el apoyo internacional para realizar actividades de creación de capacidad eficaces y específicas en los países en desarrollo a fin de respaldar los planes nacionales de implementación de todos los Objetivos de Desarrollo Sostenible, incluso mediante la cooperación Norte-Sur, Sur-Sur y triangular",Parcial,PND_3_1_2,ODS_17_9,ODS_17,PND_3_1
3.2.1 Mejorar el posicionamiento de Paraguay entre los exportadores mundiales competitivos de alimentos.,"17.11 Aumentar significativamente las exportaciones de los países en desarrollo, en particular con miras a duplicar la participación de los países menos adelantados en las exportaciones mundiales de aquí a 2020",Total,PND_3_2_1,ODS_17_11,ODS_17,PND_3_2
3.2.2 Aumentar la exportación de productos y servicios no tradicionales,"17.11 Aumentar significativamente las exportaciones de los países en desarrollo, en particular con miras a duplicar la participación de los países menos adelantados en las exportaciones mundiales de aquí a 2020",Parcial,PND_3_2_2,ODS_17_11,ODS_17,PND_3_2
3.2.2 Aumentar la exportación de productos y servicios no tradicionales,"8.2 Lograr niveles más elevados de productividad económica mediante la diversificación, la modernización tecnológica y la innovación, entre otras cosas centrándose en los sectores con gran valor añadido y un uso intensivo de la mano de obra",Parcial,PND_3_2_2,ODS_8_2,ODS_08,PND_3_2
3.2.3 Incrementar la inversión extranjera y nacional que favorezca la generación de empleo.,"10.b  Fomentar la asistencia oficial para el desarrollo y las corrientes financieras, incluida la inversión extranjera directa, para los Estados con mayores necesidades, en particular los países menos adelantados, los países africanos, los pequeños Estados insulares en desarrollo y los países en desarrollo sin litoral, en consonancia con sus planes y programas nacionales",Parcial,PND_3_2_3,ODS_10_b,ODS_10,PND_3_2
3.2.3 Incrementar la inversión extranjera y nacional que favorezca la generación de empleo.,17.3 Movilizar recursos financieros adicionales de múltiples fuentes para los países en desarrollo,Parcial,PND_3_2_3,ODS_17_3,ODS_17,PND_3_2
3.2.3 Incrementar la inversión extranjera y nacional que favorezca la generación de empleo.,17.5 Adoptar y aplicar sistemas de promoción de las inversiones en favor de los países menos adelantados,Parcial,PND_3_2_3,ODS_17_5,ODS_17,PND_3_2
3.2.3 Incrementar la inversión extranjera y nacional que favorezca la generación de empleo.,"8.3 Promover políticas orientadas al desarrollo que apoyen las actividades productivas, la creación de puestos de trabajo decentes, el emprendimiento, la creatividad y la innovación, y fomentar la formalización y el crecimiento de las microempresas y las pequeñas y medianas empresas, incluso mediante el acceso a servicios financieros",Parcial,PND_3_2_3,ODS_8_3,ODS_08,PND_3_2
3.2.4 Desarrollar el turismo sostenible,"12.b Elaborar y aplicar instrumentos para vigilar los efectos en el desarrollo sostenible, a fin de lograr un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales",Parcial,PND_3_2_4,ODS_12_b,ODS_12,PND_3_2
3.2.4 Desarrollar el turismo sostenible,"8.9 De aquí a 2030, elaborar y poner en práctica políticas encaminadas a promover un turismo sostenible que cree puestos de trabajo y promueva la cultura y los productos locales",Total,PND_3_2_4,ODS_8_9,ODS_08,PND_3_2
3.3.1 Consolidar y mantener a las vías fluviales como elemento fundamental de la matriz de transporte nacional y eje de integración regional,"11.2 De aquí a 2030, proporcionar acceso a sistemas de transporte seguros, asequibles, accesibles y sostenibles para todos y mejorar la seguridad vial, en particular mediante la ampliación del transporte público, prestando especial atención a las necesidades de las personas en situación de vulnerabilidad, las mujeres, los niños, las personas con discapacidad y las personas de edad",Parcial,PND_3_3_1,ODS_11_2,ODS_11,PND_3_3
3.3.1 Consolidar y mantener a las vías fluviales como elemento fundamental de la matriz de transporte nacional y eje de integración regional,"9.1 Desarrollar infraestructuras fiables, sostenibles, resilientes y de calidad, incluidas infraestructuras regionales y transfronterizas, para apoyar el desarrollo económico y el bienestar humano, haciendo especial hincapié en el acceso asequible y equitativo para todos",Parcial,PND_3_3_1,ODS_9_1,ODS_09,PND_3_3
"3.3.2 Aumentar los ingresos por venta de energía, a través de la libre comercialización de electricidad de binacionales y otras fuentes de generación.","17.11 Aumentar significativamente las exportaciones de los países en desarrollo, en particular con miras a duplicar la participación de los países menos adelantados en las exportaciones mundiales de aquí a 2020",Parcial,PND_3_3_2,ODS_17_11,ODS_17,PND_3_3
"3.3.2 Aumentar los ingresos por venta de energía, a través de la libre comercialización de electricidad de binacionales y otras fuentes de generación.","7.a De aquí a 2030, aumentar la cooperación internacional para facilitar el acceso a la investigación y la tecnología relativas a la energía limpia, incluidas las fuentes renovables, la eficiencia energética y las tecnologías avanzadas y menos contaminantes de combustibles fósiles, y promover la inversión en infraestructura energética y tecnologías limpias",Parcial,PND_3_3_2,ODS_7_a,ODS_07,PND_3_3
3.4.1 Reducir las emisiones de los Gases de Efectos invernadero (GEI),"13.2 Incorporar medidas relativas al cambio climático en las políticas, estrategias y planes nacionales",Parcial,PND_3_4_1,ODS_13_2,ODS_13,PND_3_4
3.4.2 Aumentar la capacidad de adaptación y resiliencia a los efectos del cambio climático,"1.5  Para 2030, fomentar la resiliencia de los pobres y las personas que se encuentran en situaciones vulnerables y reducir su exposición y vulnerabilidad a los fenómenos extremos relacionados con el clima y otras crisis y desastres económicos, sociales y ambientales",Parcial,PND_3_4_2,ODS_1_5,ODS_01,PND_3_4
3.4.2 Aumentar la capacidad de adaptación y resiliencia a los efectos del cambio climático,"11.b De aquí a 2020, aumentar considerablemente el número de ciudades y asentamientos humanos que adoptan e implementan políticas y planes integrados para promover la inclusión, el uso eficiente de los recursos, la mitigación del cambio climático y la adaptación a él y la resiliencia ante los desastres, y desarrollar y poner en práctica, en consonancia con el Marco de Sendai para la Reducción del Riesgo de Desastres 2015-2030, la gestión integral de los riesgos de desastre a todos los niveles",Parcial,PND_3_4_2,ODS_11_b,ODS_11,PND_3_4
3.4.2 Aumentar la capacidad de adaptación y resiliencia a los efectos del cambio climático,13.1 Fortalecer la resiliencia y la capacidad de adaptación a los riesgos relacionados con el clima y los desastres naturales en todos los países,Parcial,PND_3_4_2,ODS_13_1,ODS_13,PND_3_4
3.4.2 Aumentar la capacidad de adaptación y resiliencia a los efectos del cambio climático,"13.2 Incorporar medidas relativas al cambio climático en las políticas, estrategias y planes nacionales",Total,PND_3_4_2,ODS_13_2,ODS_13,PND_3_4
3.4.2 Aumentar la capacidad de adaptación y resiliencia a los efectos del cambio climático,"13.3 Mejorar la educación, la sensibilización y la capacidad humana e institucional respecto de la mitigación del cambio climático, la adaptación a él, la reducción de sus efectos y la alerta temprana",Total,PND_3_4_2,ODS_13_3,ODS_13,PND_3_4
3.4.2 Aumentar la capacidad de adaptación y resiliencia a los efectos del cambio climático,"13.b Promover mecanismos para aumentar la capacidad para la planificación y gestión eficaces en relación con el cambio climático en los países menos adelantados y los pequeños Estados insulares en desarrollo, haciendo particular hincapié en las mujeres, los jóvenes y las comunidades locales y marginadas. * Reconociendo que la Convención Marco de las Naciones Unidas sobre el Cambio Climático es el principal foro intergubernamental internacional para negociar la respuesta mundial al cambio climático.",Total,PND_3_4_2,ODS_13_b,ODS_13,PND_3_4
4.1.1 Garantizar el acceso a la justicia con igualdad de oportunidades para todos.,"10.3 Garantizar la igualdad de oportunidades y reducir la desigualdad de resultados, incluso eliminando las leyes, políticas y prácticas discriminatorias y promoviendo legislaciones, políticas y medidas adecuadas a ese respecto",Parcial,PND_4_1_1,ODS_10_3,ODS_10,PND_4_1
4.1.1 Garantizar el acceso a la justicia con igualdad de oportunidades para todos.,16.3 Promover el estado de derecho en los planos nacional e internacional y garantizar la igualdad de acceso a la justicia para todos,Total,PND_4_1_1,ODS_16_3,ODS_16,PND_4_1
4.1.2 Garantizar el acceso y la defensa de los DDHH sin discriminación alguna.,"10.2 De aquí a 2030, potenciar y promover la inclusión social, económica y política de todas las personas, independientemente de su edad, sexo, discapacidad, raza, etnia, origen, religión o situación económica u otra condición",Parcial,PND_4_1_2,ODS_10_2,ODS_10,PND_4_1
4.1.2 Garantizar el acceso y la defensa de los DDHH sin discriminación alguna.,16.3 Promover el estado de derecho en los planos nacional e internacional y garantizar la igualdad de acceso a la justicia para todos,Parcial,PND_4_1_2,ODS_16_3,ODS_16,PND_4_1
4.1.2 Garantizar el acceso y la defensa de los DDHH sin discriminación alguna.,16.b Promover y aplicar leyes y políticas no discriminatorias en favor del desarrollo sostenible,Parcial,PND_4_1_2,ODS_16_b,ODS_16,PND_4_1
4.1.3 Reducir los homicidios dolosos ,16.1 Reducir significativamente todas las formas de violencia y las correspondientes tasas de mortalidad en todo el mundo,Parcial,PND_4_1_3,ODS_16_1,ODS_16,PND_4_1
"4.1.4 Fortalecer la lucha contra el crimen organizado, transfronterizo y actividades conexas ","16.4 De aquí a 2030, reducir significativamente las corrientes financieras y de armas ilícitas, fortalecer la recuperación y devolución de los activos robados y luchar contra todas las formas de delincuencia organizada",Total,PND_4_1_4,ODS_16_4,ODS_16,PND_4_1
"4.1.4 Fortalecer la lucha contra el crimen organizado, transfronterizo y actividades conexas ","16.a Fortalecer las instituciones nacionales pertinentes, incluso mediante la cooperación internacional, para crear a todos los niveles, particularmente en los países en desarrollo, la capacidad de prevenir la violencia y combatir el terrorismo y la delincuencia",Parcial,PND_4_1_4,ODS_16_a,ODS_16,PND_4_1
"4.1.4 Fortalecer la lucha contra el crimen organizado, transfronterizo y actividades conexas ","8.7 Adoptar medidas inmediatas y eficaces para erradicar el trabajo forzoso, poner fin a las formas contemporáneas de esclavitud y la trata de personas y asegurar la prohibición y eliminación de las peores formas de trabajo infantil, incluidos el reclutamiento y la utilización de niños soldados, y, de aquí a 2025, poner fin al trabajo infantil en todas sus formas",Parcial,PND_4_1_4,ODS_8_7,ODS_08,PND_4_1
"4.1.5 Garantizar la seguridad multidimensional y defensa del territorio paraguayo, del estado y su patrimonio","16.a Fortalecer las instituciones nacionales pertinentes, incluso mediante la cooperación internacional, para crear a todos los niveles, particularmente en los países en desarrollo, la capacidad de prevenir la violencia y combatir el terrorismo y la delincuencia",Parcial,PND_4_1_5,ODS_16_a,ODS_16,PND_4_1
"4.2.2. Garantizar el acceso efectivo a la información pública, por todos los medios disponibles.","16.10 Garantizar el acceso público a la información y proteger las libertades fundamentales, de conformidad con las leyes nacionales y los acuerdos internacionales",Total,PND_4_2_2,ODS_16_10,ODS_16,PND_4_2
4.2.3. Simplificación de trámites y aumento de la oferta de servicios públicos en línea.,16.6 Crear a todos los niveles instituciones eficaces y transparentes que rindan cuentas,Parcial,PND_4_2_3,ODS_16_6,ODS_16,PND_4_2
4.2.4. Mejorar la capacidad del Sistema Estadístico Nacional ,"17.18 De aquí a 2020, mejorar el apoyo a la creación de capacidad prestado a los países en desarrollo, incluidos los países menos adelantados y los pequeños Estados insulares en desarrollo, para aumentar significativamente la disponibilidad de datos oportunos, fiables y de gran calidad desglosados por ingresos, sexo, edad, raza, origen étnico, estatus migratorio, discapacidad, ubicación geográfica y otras características pertinentes en los contextos nacionales",Parcial,PND_4_2_4,ODS_17_18,ODS_17,PND_4_2
4.2.4. Mejorar la capacidad del Sistema Estadístico Nacional ,"17.19 De aquí a 2030, aprovechar las iniciativas existentes para elaborar indicadores que permitan medir los progresos en materia de desarrollo sostenible y complementen el producto interno bruto, y apoyar la creación de capacidad estadística en los países en desarrollo",Parcial,PND_4_2_4,ODS_17_19,ODS_17,PND_4_2
4.2.5. Asegurar la transparencia y eficiencia de la gestión y del gasto público del Gobierno General,16.6 Crear a todos los niveles instituciones eficaces y transparentes que rindan cuentas,Parcial,PND_4_2_5,ODS_16_6,ODS_16,PND_4_2
4.3.1 Desconcentrar y articular efectivamente la gestión de los servicios sociales y públicos a nivel territorial.,16.6 Crear a todos los niveles instituciones eficaces y transparentes que rindan cuentas,Parcial,PND_4_3_1,ODS_16_6,ODS_16,PND_4_3
4.3.1 Desconcentrar y articular efectivamente la gestión de los servicios sociales y públicos a nivel territorial.,"16.7 Garantizar la adopción en todos los niveles de decisiones inclusivas, participativas y representativas que respondan a las necesidades",Parcial,PND_4_3_1,ODS_16_7,ODS_16,PND_4_3
4.3.1 Desconcentrar y articular efectivamente la gestión de los servicios sociales y públicos a nivel territorial.,6.b Apoyar y fortalecer la participación de las comunidades locales en la mejora de la gestión del agua y el saneamiento,Parcial,PND_4_3_1,ODS_6_b,ODS_06,PND_4_3
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"12.2 De aquí a 2030, lograr la gestión sostenible y el uso eficiente de los recursos naturales",Parcial,PND_4_4_1,ODS_12_2,ODS_12,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"14.4 De aquí a 2020, reglamentar eficazmente la explotación pesquera y poner fin a la pesca excesiva, la pesca ilegal, no declarada y no reglamentada y las prácticas pesqueras destructivas, y aplicar planes de gestión con fundamento científico a fin de restablecer las poblaciones de peces en el plazo más breve posible, al menos alcanzando niveles que puedan producir el máximo rendimiento sostenible de acuerdo con sus características biológicas",Parcial,PND_4_4_1,ODS_14_4,ODS_14,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"14.6 De aquí a 2020, prohibir ciertas formas de subvenciones a la pesca que contribuyen a la sobrecapacidad y la pesca excesiva, eliminar las subvenciones que contribuyen a la pesca ilegal, no declarada y no reglamentada y abstenerse de introducir nuevas subvenciones de esa índole, reconociendo que la negociación sobre las subvenciones a la pesca en el marco de la Organización Mundial del Comercio debe incluir un trato especial y diferenciado, apropiado y efectivo para los países en desarrollo y los países menos adelantados",Parcial,PND_4_4_1,ODS_14_6,ODS_14,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"15.1 Para 2020, velar por la conservación, el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y los servicios que proporcionan, en particular los bosques, los humedales, las montañas y las zonas áridas, en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales",Parcial,PND_4_4_1,ODS_15_1,ODS_15,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"15.2 Para 2020, promover la gestión sostenible de todos los tipos de bosques, poner fin a la deforestación, recuperar los bosques degradados e incrementar la forestación y la reforestación a nivel mundial",Parcial,PND_4_4_1,ODS_15_2,ODS_15,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"15.3 Para 2030, luchar contra la desertificación, rehabilitar las tierras y los suelos degradados, incluidas las tierras afectadas por la desertificación, la sequía y las inundaciones, y procurar lograr un mundo con una degradación neutra del suelo",Parcial,PND_4_4_1,ODS_15_3,ODS_15,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"15.4 Para 2030, velar por la conservación de los ecosistemas montañosos, incluida su diversidad biológica, a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible",Parcial,PND_4_4_1,ODS_15_4,ODS_15,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"15.5 Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales, detener la pérdida de la diversidad biológica y, para 2020, proteger las especies amenazadas y evitar su extinción",Parcial,PND_4_4_1,ODS_15_5,ODS_15,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"15.9 Para 2020, integrar los valores de los ecosistemas y la diversidad biológica en la planificación nacional y local, los procesos de desarrollo, las estrategias de reducción de la pobreza y la contabilidad",Parcial,PND_4_4_1,ODS_15_9,ODS_15,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"6.4 De aquí a 2030, aumentar considerablemente el uso eficiente de los recursos hídricos en todos los sectores y asegurar la sostenibilidad de la extracción y el abastecimiento de agua dulce para hacer frente a la escasez de agua y reducir considerablemente el número de personas que sufren falta de agua",Parcial,PND_4_4_1,ODS_6_4,ODS_06,PND_4_4
4.4.1. Recuperar y preservar el medio ambiente y los recursos naturales,"6.6  De aquí a 2020, proteger y restablecer los ecosistemas relacionados con el agua, incluidos los bosques, las montañas, los humedales, los ríos, los acuíferos y los lagos",Total,PND_4_4_1,ODS_6_6,ODS_06,PND_4_4
